"ID","scientific_name","common_name","latitude","longitude","iso_country_code","taxon_id","year","basis_of_record","provider","resource","occurrence_date","collector","SPACER","id","type","language","institutionCode","collectionCode","basisOfRecord","catalogNumber","occurrenceRemarks","recordedBy","individualCount","samplingProtocol","eventDate","year.orig","month","day","verbatimEventDate","country","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","taxonID","nameAccordingToID","scientificName","nameAccordingTo","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","vernacularName","taxonRemarks"
213,"Eleutherodactylus planirostris","Greenhouse Frog",25.42113,-80.20639456,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",213,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",213,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-22",2003,5,22,"5/22/2003","US",2811817,579809,"UTM 17","World Geodetic System of 1984",25.42113,-80.20639456,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
214,"Eleutherodactylus planirostris","Greenhouse Frog",25.42113,-80.20639456,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",214,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",214,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-05-22",2003,5,22,"5/22/2003","US",2811817,579809,"UTM 17","World Geodetic System of 1984",25.42113,-80.20639456,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
215,"Osteopilus septentrionalis","Cuban Treefrog",25.42113,-80.20639456,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",215,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",215,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-22",2003,5,22,"5/22/2003","US",2811817,579809,"UTM 17","World Geodetic System of 1984",25.42113,-80.20639456,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
216,"Osteopilus septentrionalis","Cuban Treefrog",25.42113,-80.20639456,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",216,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",216,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-05-22",2003,5,22,"5/22/2003","US",2811817,579809,"UTM 17","World Geodetic System of 1984",25.42113,-80.20639456,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
217,"Osteopilus septentrionalis","Cuban Treefrog",25.42113,-80.20639456,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",217,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",217,"Has nuptiaI pads","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-05-22",2003,5,22,"5/22/2003","US",2811817,579809,"UTM 17","World Geodetic System of 1984",25.42113,-80.20639456,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
218,"Eleutherodactylus planirostris","Greenhouse Frog",25.44188,-80.19951584,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",218,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",218,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-22",2003,5,22,"5/22/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
219,"Osteopilus septentrionalis","Cuban Treefrog",25.44188,-80.19951584,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",219,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",219,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-22",2003,5,22,"5/22/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
220,"Anolis sagrei","Brown Anole",25.44738,-80.19541172,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",220,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",220,"","Christopher D. Bugbee/Marquette E. Crockett",2,"Visual Encounter","2003-05-22",2003,5,22,"5/22/2003","US",2814731,580896,"UTM 17","World Geodetic System of 1984",25.44738,-80.19541172,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
221,"Osteopilus septentrionalis","Cuban Treefrog",25.44738,-80.19541172,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",221,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",221,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-22",2003,5,22,"5/22/2003","US",2814731,580896,"UTM 17","World Geodetic System of 1984",25.44738,-80.19541172,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
222,"Acris gryllus","Cricket Frog",25.45336,-80.19142338,"US",173518,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",222,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",222,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-22",2003,5,22,"5/22/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173518,173518,"Acris gryllus","Integrated Taxonomic Information System (ITIS), 2013.","Acris","gryllus","","Species","(LeConte, 1825)","Cricket Frog","Acris gryllus"
223,"Anolis sagrei","Brown Anole",25.45336,-80.19142338,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",223,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",223,"","Christopher D. Bugbee/Marquette E. Crockett",2,"Visual Encounter","2003-05-22",2003,5,22,"5/22/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
224,"Bufo marinus","Cane Toad",25.45336,-80.19142338,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",224,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",224,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-22",2003,5,22,"5/22/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
225,"Hemidactylus mabouia","Amerafrican House Gecko",25.45336,-80.19142338,"US",174058,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",225,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",225,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-05-22",2003,5,22,"5/22/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,174058,174058,"Hemidactylus mabouia","Integrated Taxonomic Information System (ITIS), 2013.","Hemidactylus","mabouia","","Species","(Moreau De Jonnès, 1818)","Amerafrican House Gecko","Hemidactylus mabouia"
226,"Osteopilus septentrionalis","Cuban Treefrog",25.45336,-80.19142338,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-22","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",226,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",226,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-22",2003,5,22,"5/22/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
227,"Anolis sagrei","Brown Anole",25.5217,-80.17505331,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-26","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",227,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",227,"","Christopher D. Bugbee/Marquette E. Crockett",5,"Visual Encounter","2003-05-26",2003,5,26,"5/26/2003","US",2822974,582892,"UTM 17","World Geodetic System of 1984",25.5217,-80.17505331,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
228,"Anolis sagrei","Brown Anole",25.52276,-80.17519536,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-26","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",228,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",228,"","Christopher D. Bugbee/Marquette E. Crockett",9,"Visual Encounter","2003-05-26",2003,5,26,"5/26/2003","US",2823091,582877,"UTM 17","World Geodetic System of 1984",25.52276,-80.17519536,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
229,"Bufo marinus","Cane Toad",25.49662,-80.17991089,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-27","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",229,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",229,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-27",2003,5,27,"5/27/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
230,"Eleutherodactylus planirostris","Greenhouse Frog",25.49662,-80.17991089,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-27","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",230,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",230,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-27",2003,5,27,"5/27/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
231,"Eleutherodactylus planirostris","Greenhouse Frog",25.49662,-80.17991089,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-27","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",231,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",231,"","Christopher D. Bugbee/Marquette E. Crockett",2,"Visual Encounter","2003-05-27",2003,5,27,"5/27/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
232,"Sphaerodactylus notatus notatus","Florida Reef Gecko",25.49662,-80.17991089,"US",208985,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-27","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",232,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",232,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Visual Encounter","2003-05-27",2003,5,27,"5/27/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,208985,208985,"Sphaerodactylus notatus notatus","Integrated Taxonomic Information System (ITIS), 2013.","Sphaerodactylus","notatus","notatus","Subspecies","Baird, 1859","Florida Reef Gecko","Sphaerodactylus notatus notatus"
233,"Bufo marinus","Cane Toad",25.50321,-80.17865226,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-05-29","Christopher D. Bugbee/Marquette E. Crockett","<--BISON | GBIF-->",233,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",233,"","Christopher D. Bugbee/Marquette E. Crockett",1,"Vocalization","2003-05-29",2003,5,29,"5/29/2003","US",2820924,582543,"UTM 17","World Geodetic System of 1984",25.50321,-80.17865226,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
234,"Osteopilus septentrionalis","Cuban Treefrog",25.51982,-80.33235109,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-11","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",234,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",234,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",3,"Visual Encounter","2003-06-11",2003,6,11,"6/11/2003","US",2822677,567087,"UTM 17","World Geodetic System of 1984",25.51982,-80.33235109,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
235,"Hemidactylus mabouia","Amerafrican House Gecko",25.493,-80.34220013,"US",174058,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-11","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",235,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",235,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-11",2003,6,11,"6/11/2003","US",2819702,566112,"UTM 17","World Geodetic System of 1984",25.493,-80.34220013,"World Geodetic System of 1984",71,1e-05,174058,174058,"Hemidactylus mabouia","Integrated Taxonomic Information System (ITIS), 2013.","Hemidactylus","mabouia","","Species","(Moreau De Jonnès, 1818)","Amerafrican House Gecko","Hemidactylus mabouia"
236,"Hyla cinerea","Green Treefrog",25.48425,-80.3464362,"US",173505,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-11","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",236,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",236,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-06-11",2003,6,11,"6/11/2003","US",2818731,565691,"UTM 17","World Geodetic System of 1984",25.48425,-80.3464362,"World Geodetic System of 1984",71,1e-05,173505,173505,"Hyla cinerea","Integrated Taxonomic Information System (ITIS), 2013.","Hyla","cinerea","","Species","(Schneider, 1799)","Green Treefrog","Hyla cinerea"
237,"Hyla cinerea","Green Treefrog",25.46685,-80.3461622,"US",173505,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-11","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",237,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",237,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-06-11",2003,6,11,"6/11/2003","US",2816804,565728,"UTM 17","World Geodetic System of 1984",25.46685,-80.3461622,"World Geodetic System of 1984",71,1e-05,173505,173505,"Hyla cinerea","Integrated Taxonomic Information System (ITIS), 2013.","Hyla","cinerea","","Species","(Schneider, 1799)","Green Treefrog","Hyla cinerea"
238,"Anolis sagrei","Brown Anole",25.53796,-80.32478576,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-16","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",238,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",238,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",4,"Visual Encounter","2003-06-16",2003,6,16,"6/16/2003","US",2824690,567837,"UTM 17","World Geodetic System of 1984",25.53796,-80.32478576,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
239,"Anolis sagrei","Brown Anole",25.54183,-80.32815823,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-16","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",239,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",239,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",3,"Visual Encounter","2003-06-16",2003,6,16,"6/16/2003","US",2825117,567496,"UTM 17","World Geodetic System of 1984",25.54183,-80.32815823,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
240,"Sphaerodactylus notatus notatus","Florida Reef Gecko",25.54183,-80.32815823,"US",208985,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-16","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",240,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",240,"Exotic subspecies?? Did not capture.","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-16",2003,6,16,"6/16/2003","US",2825117,567496,"UTM 17","World Geodetic System of 1984",25.54183,-80.32815823,"World Geodetic System of 1984",71,1e-05,208985,208985,"Sphaerodactylus notatus notatus","Integrated Taxonomic Information System (ITIS), 2013.","Sphaerodactylus","notatus","notatus","Subspecies","Baird, 1859","Florida Reef Gecko","Sphaerodactylus notatus notatus"
241,"Osteopilus septentrionalis","Cuban Treefrog",25.5376,-80.33006298,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-16","Christopher D. Bugbee","<--BISON | GBIF-->",241,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",241,"","Christopher D. Bugbee",1,"Opportunistic Encounter","2003-06-16",2003,6,16,"6/16/2003","US",2824647,567307,"UTM 17","World Geodetic System of 1984",25.5376,-80.33006298,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
242,"Anolis sagrei","Brown Anole",25.40434,-80.21598914,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",242,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",242,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",2,"Visual Encounter","2003-06-18",2003,6,18,"6/18/2003","US",2809952,578855,"UTM 17","World Geodetic System of 1984",25.40434,-80.21598914,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
243,"Bufo marinus","Cant Toad",25.40434,-80.21598914,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",243,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",243,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-06-18",2003,6,18,"6/18/2003","US",2809952,578855,"UTM 17","World Geodetic System of 1984",25.40434,-80.21598914,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cant Toad","Bufo marinus"
244,"Anolis sagrei","Brown Anole",25.40434,-80.21598914,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",244,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",244,"On dead stick","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Visual Encounter","2003-06-18",2003,6,18,"6/18/2003","US",2809952,578855,"UTM 17","World Geodetic System of 1984",25.40434,-80.21598914,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
245,"Eleutherodactylus planirostris","Greenhouse Frog",25.40891,-80.21202237,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-06-18","Christopher D. Bugbee/Marquette E. Crockett/JJM","<--BISON | GBIF-->",245,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",245,"","Christopher D. Bugbee/Marquette E. Crockett/JJM",1,"Vocalization","2003-06-18",2003,6,18,"6/18/2003","US",2810461,579251,"UTM 17","World Geodetic System of 1984",25.40891,-80.21202237,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
