"ID","scientific_name","common_name","latitude","longitude","iso_country_code","taxon_id","year","basis_of_record","provider","resource","occurrence_date","collector","SPACER","id","type","language","institutionCode","collectionCode","basisOfRecord","catalogNumber","occurrenceRemarks","recordedBy","individualCount","samplingProtocol","eventDate","year.orig","month","day","verbatimEventDate","country","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","taxonID","nameAccordingToID","scientificName","nameAccordingTo","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","vernacularName","taxonRemarks"
122,"Bufo marinus","Cane Toad",25.51982,-80.33235109,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-19","Marquette E. Crockett/BRANDON","<--BISON | GBIF-->",122,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",122,"","Marquette E. Crockett/BRANDON",1,"Vocalization","2003-02-19",2003,2,19,"2/19/2003","US",2822677,567087,"UTM 17","World Geodetic System of 1984",25.51982,-80.33235109,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
123,"Osteopilus septentrionalis","Cuban Treefrog",25.51982,-80.33235109,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-19","Marquette E. Crockett/BRANDON","<--BISON | GBIF-->",123,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",123,"","Marquette E. Crockett/BRANDON",2,"Visual Encounter","2003-02-19",2003,2,19,"2/19/2003","US",2822677,567087,"UTM 17","World Geodetic System of 1984",25.51982,-80.33235109,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
124,"Anolis sagrei","Brown Anole",25.42113,-80.20639456,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-26","Marquette E. Crockett/FARA","<--BISON | GBIF-->",124,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",124,"","Marquette E. Crockett/FARA",2,"Visual Encounter","2003-02-26",2003,2,26,"2/26/2003","US",2811817,579809,"UTM 17","World Geodetic System of 1984",25.42113,-80.20639456,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
125,"Bufo marinus","Cant Toad",25.44188,-80.19951584,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-26","Marquette E. Crockett/FARA","<--BISON | GBIF-->",125,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",125,"","Marquette E. Crockett/FARA",1,"Vocalization","2003-02-26",2003,2,26,"2/26/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cant Toad","Bufo marinus"
126,"Osteopilus septentrionalis","Cuban Treefrog",25.44188,-80.19951584,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-26","Marquette E. Crockett/FARA","<--BISON | GBIF-->",126,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",126,"","Marquette E. Crockett/FARA",1,"Visual Encounter","2003-02-26",2003,2,26,"2/26/2003","US",2814119,580487,"UTM 17","World Geodetic System of 1984",25.44188,-80.19951584,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
127,"Bufo marinus","Cane Toad",25.45336,-80.19142338,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-26","Marquette E. Crockett/FARA","<--BISON | GBIF-->",127,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",127,"","Marquette E. Crockett/FARA",1,"Vocalization","2003-02-26",2003,2,26,"2/26/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
128,"Eleutherodactylus planirostris","Greenhouse Frog",25.45336,-80.19142338,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-26","Marquette E. Crockett/FARA","<--BISON | GBIF-->",128,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",128,"","Marquette E. Crockett/FARA",5,"Visual Encounter","2003-02-26",2003,2,26,"2/26/2003","US",2815396,581293,"UTM 17","World Geodetic System of 1984",25.45336,-80.19142338,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
129,"Bufo marinus","Cane Toad",25.49662,-80.17991089,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-27","Marquette E. Crockett/Andy J. Maskell","<--BISON | GBIF-->",129,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",129,"","Marquette E. Crockett/Andy J. Maskell",1,"Vocalization","2003-02-27",2003,2,27,"2/27/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cane Toad","Bufo marinus"
130,"Eleutherodactylus planirostris","Greenhouse Frog",25.49662,-80.17991089,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-27","Marquette E. Crockett/Andy J. Maskell","<--BISON | GBIF-->",130,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",130,"","Marquette E. Crockett/Andy J. Maskell",1,"Visual Encounter","2003-02-27",2003,2,27,"2/27/2003","US",2820194,582421,"UTM 17","World Geodetic System of 1984",25.49662,-80.17991089,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
131,"Anolis sagrei","Brown Anole",25.50321,-80.17865226,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-27","Marquette E. Crockett/Andy J. Maskell","<--BISON | GBIF-->",131,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",131,"","Marquette E. Crockett/Andy J. Maskell",1,"Visual Encounter","2003-02-27",2003,2,27,"2/27/2003","US",2820924,582543,"UTM 17","World Geodetic System of 1984",25.50321,-80.17865226,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
132,"Anolis sagrei","Brown Anole",25.52276,-80.17519536,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-27","Marquette E. Crockett/Andy J. Maskell","<--BISON | GBIF-->",132,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",132,"","Marquette E. Crockett/Andy J. Maskell",7,"Visual Encounter","2003-02-27",2003,2,27,"2/27/2003","US",2823091,582877,"UTM 17","World Geodetic System of 1984",25.52276,-80.17519536,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
133,"Anolis sagrei","Brown Anole",25.5217,-80.17505331,"US",173903,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-27","Marquette E. Crockett/Andy J. Maskell","<--BISON | GBIF-->",133,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",133,"","Marquette E. Crockett/Andy J. Maskell",8,"Visual Encounter","2003-02-27",2003,2,27,"2/27/2003","US",2822974,582892,"UTM 17","World Geodetic System of 1984",25.5217,-80.17505331,"World Geodetic System of 1984",71,1e-05,173903,173903,"Anolis sagrei","Integrated Taxonomic Information System (ITIS), 2013.","Anolis","sagrei","","Species","Cocteau in Duméril and Bibron, 1837","Brown Anole","Anolis sagrei"
134,"Eleutherodactylus planirostris","Greenhouse Frog",25.5217,-80.17505331,"US",173568,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-02-27","Marquette E. Crockett/Andy J. Maskell","<--BISON | GBIF-->",134,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",134,"","Marquette E. Crockett/Andy J. Maskell",1,"Visual Encounter","2003-02-27",2003,2,27,"2/27/2003","US",2822974,582892,"UTM 17","World Geodetic System of 1984",25.5217,-80.17505331,"World Geodetic System of 1984",71,1e-05,173568,173568,"Eleutherodactylus planirostris","Integrated Taxonomic Information System (ITIS), 2013.","Eleutherodactylus","planirostris","planirostris","Species","(Cope, 1862)","Greenhouse Frog","Eleutherodactylus planirostris planirostris"
135,"Diadophis punctatus punctatus","Southern Ring-neck Snake",25.45249,-80.1943334,"US",174159,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-10","Marquette","<--BISON | GBIF-->",135,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",135,"Elliott Key (near campground)","Marquette",1,"Opportunistic Encounter","2003-03-10",2003,3,10,"3/10/2003","US",2815298,581001,"UTM 17","World Geodetic System of 1984",25.45249,-80.1943334,"World Geodetic System of 1984",71,1e-05,174159,174159,"Diadophis punctatus punctatus","Integrated Taxonomic Information System (ITIS), 2013.","Diadophis","punctatus","punctatus","Subspecies","(Linnaeus, 1766)","Southern Ring-neck Snake","Diadophis punctatus punctatus"
136,"Hemidactylus mabouia","Amerafrican House Gecko",25.45254,-80.19058343,"US",174058,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-10","Chris","<--BISON | GBIF-->",136,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",136,"Elliott Key (boardwalk)","Chris",1,"Opportunistic Encounter","2003-03-10",2003,3,10,"3/10/2003","US",2815306,581378,"UTM 17","World Geodetic System of 1984",25.45254,-80.19058343,"World Geodetic System of 1984",71,1e-05,174058,174058,"Hemidactylus mabouia","Integrated Taxonomic Information System (ITIS), 2013.","Hemidactylus","mabouia","","Species","(Moreau De Jonnès, 1818)","Amerafrican House Gecko","Hemidactylus mabouia"
137,"Acris gryllus","Cricket Frog",25.48425,-80.3464362,"US",173518,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-11","Marquette E. Crockett/Christopher D. Bugbee","<--BISON | GBIF-->",137,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",137,"NEAR CANAL","Marquette E. Crockett/Christopher D. Bugbee",1,"Vocalization","2003-03-11",2003,3,11,"3/11/2003","US",2818731,565691,"UTM 17","World Geodetic System of 1984",25.48425,-80.3464362,"World Geodetic System of 1984",71,1e-05,173518,173518,"Acris gryllus","Integrated Taxonomic Information System (ITIS), 2013.","Acris","gryllus","","Species","(LeConte, 1825)","Cricket Frog","Acris gryllus"
138,"Bufo marinus","Cant Toad",25.48425,-80.3464362,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-11","Marquette E. Crockett/Christopher D. Bugbee","<--BISON | GBIF-->",138,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",138,"NEAR CANAL","Marquette E. Crockett/Christopher D. Bugbee",1,"Vocalization","2003-03-11",2003,3,11,"3/11/2003","US",2818731,565691,"UTM 17","World Geodetic System of 1984",25.48425,-80.3464362,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cant Toad","Bufo marinus"
139,"Hyla cinerea","Green Treefrog",25.48425,-80.3464362,"US",173505,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-11","Marquette E. Crockett/Christopher D. Bugbee","<--BISON | GBIF-->",139,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",139,"NEAR CANAL","Marquette E. Crockett/Christopher D. Bugbee",1,"Vocalization","2003-03-11",2003,3,11,"3/11/2003","US",2818731,565691,"UTM 17","World Geodetic System of 1984",25.48425,-80.3464362,"World Geodetic System of 1984",71,1e-05,173505,173505,"Hyla cinerea","Integrated Taxonomic Information System (ITIS), 2013.","Hyla","cinerea","","Species","(Schneider, 1799)","Green Treefrog","Hyla cinerea"
140,"Rana grylio","Pig Frog",25.48425,-80.3464362,"US",173442,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-11","Marquette E. Crockett/Christopher D. Bugbee","<--BISON | GBIF-->",140,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",140,"NEAR CANAL","Marquette E. Crockett/Christopher D. Bugbee",1,"Vocalization","2003-03-11",2003,3,11,"3/11/2003","US",2818731,565691,"UTM 17","World Geodetic System of 1984",25.48425,-80.3464362,"World Geodetic System of 1984",71,1e-05,173442,173442,"Rana grylio","Integrated Taxonomic Information System (ITIS), 2013.","Rana","grylio","","Species","Stejneger, 1901","Pig Frog","Rana grylio"
141,"Osteopilus septentrionalis","Cuban Treefrog",25.46685,-80.3461622,"US",173538,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-11","Marquette E. Crockett/Christopher D. Bugbee","<--BISON | GBIF-->",141,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",141,"","Marquette E. Crockett/Christopher D. Bugbee",2,"Visual Encounter","2003-03-11",2003,3,11,"3/11/2003","US",2816804,565728,"UTM 17","World Geodetic System of 1984",25.46685,-80.3461622,"World Geodetic System of 1984",71,1e-05,173538,173538,"Osteopilus septentrionalis","Integrated Taxonomic Information System (ITIS), 2013.","Osteopilus","septentrioinalis","","Species","(Duméril and Bibron, 1841)","Cuban Treefrog","Osteopilus septentrioinalis"
142,"Bufo marinus","Cant Toad",25.46685,-80.3461622,"US",173489,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-11","Marquette E. Crockett/Christopher D. Bugbee","<--BISON | GBIF-->",142,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",142,"NEAR CANAL","Marquette E. Crockett/Christopher D. Bugbee",1,"Vocalization","2003-03-11",2003,3,11,"3/11/2003","US",2816804,565728,"UTM 17","World Geodetic System of 1984",25.46685,-80.3461622,"World Geodetic System of 1984",71,1e-05,173489,173489,"Bufo marinus","Integrated Taxonomic Information System (ITIS), 2013.","Bufo","marinus","","Species","(Linnaeus, 1758)","Cant Toad","Bufo marinus"
143,"Hyla cinerea","Green Treefrog",25.46685,-80.3461622,"US",173505,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-11","Marquette E. Crockett/Christopher D. Bugbee","<--BISON | GBIF-->",143,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",143,"NEAR CANAL","Marquette E. Crockett/Christopher D. Bugbee",1,"Vocalization","2003-03-11",2003,3,11,"3/11/2003","US",2816804,565728,"UTM 17","World Geodetic System of 1984",25.46685,-80.3461622,"World Geodetic System of 1984",71,1e-05,173505,173505,"Hyla cinerea","Integrated Taxonomic Information System (ITIS), 2013.","Hyla","cinerea","","Species","(Schneider, 1799)","Green Treefrog","Hyla cinerea"
144,"Rana grylio","Pig Frog",25.46685,-80.3461622,"US",173442,2003,"observation","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","2003-03-11","Marquette E. Crockett/Christopher D. Bugbee","<--BISON | GBIF-->",144,"Dataset","en","BISON","USGS Southeast Ecological Science Center - Biscayne Herpetofauna 2002-2003","humanobservation",144,"NEAR CANAL","Marquette E. Crockett/Christopher D. Bugbee",1,"Vocalization","2003-03-11",2003,3,11,"3/11/2003","US",2816804,565728,"UTM 17","World Geodetic System of 1984",25.46685,-80.3461622,"World Geodetic System of 1984",71,1e-05,173442,173442,"Rana grylio","Integrated Taxonomic Information System (ITIS), 2013.","Rana","grylio","","Species","Stejneger, 1901","Pig Frog","Rana grylio"
